City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
193,Basoko,CD,1.2391,23.616,71.38,96,100,1.34,moderate rain
194,Illapel,CL,-31.6308,-71.1653,64.58,68,17,1.81,few clouds
195,Ponta Delgada,PT,37.7333,-25.6667,60.8,88,40,10.36,scattered clouds
196,Tasiilaq,GL,65.6145,-37.6368,30.2,93,90,4.61,overcast clouds
197,Hit,IQ,33.6416,42.8251,62.83,33,100,9.51,overcast clouds
198,Harlau,RO,47.4333,26.9,53.6,66,75,13.8,light rain
199,Komsomolskiy,UZ,40.4272,71.7189,33.8,64,0,4.61,clear sky
200,Bethel,US,41.3712,-73.414,37.0,70,21,5.01,few clouds
201,Lebu,CL,-37.6167,-73.65,55.96,90,29,13.06,scattered clouds
202,Prince Rupert,CA,54.3161,-130.3201,39.2,81,20,11.5,light snow
203,Kirakira,SB,-10.4544,161.9205,84.54,73,38,8.39,light rain
204,Kefamenanu,ID,-9.4467,124.4781,73.36,98,100,3.4,overcast clouds
205,Broome,US,42.2506,-75.833,28.99,86,90,12.66,light snow
206,Solnechnyy,RU,50.7214,136.6319,40.21,64,98,7.02,overcast clouds
207,Bathsheba,BB,13.2167,-59.5167,78.8,53,20,18.41,few clouds
208,Hervey Bay,AU,-25.2986,152.8535,75.99,70,39,8.99,scattered clouds
209,Pangai,TO,-19.8,-174.35,86.0,74,75,6.91,broken clouds
210,College,US,64.8569,-147.8028,10.0,61,90,12.66,light snow
211,Tiznit,MA,29.5833,-9.5,56.01,83,0,1.39,clear sky
212,Pevek,RU,69.7008,170.3133,-3.05,89,24,4.92,few clouds
213,Upernavik,GL,72.7868,-56.1549,2.64,95,100,23.29,snow
214,Vaini,TO,-21.2,-175.2,86.0,74,75,5.75,light rain
215,Qaanaaq,GL,77.484,-69.3632,5.92,96,100,2.71,overcast clouds
216,La Ronge,CA,55.1001,-105.2842,44.6,49,99,5.75,overcast clouds
217,Portobelo,PA,9.55,-79.65,81.0,76,100,16.49,overcast clouds
218,Quatre Cocos,MU,-20.2078,57.7625,75.2,100,75,1.14,light rain
219,Toamasina,MG,-18.1667,49.3833,80.6,83,75,9.22,light rain
220,Luderitz,NA,-26.6481,15.1594,67.86,63,0,10.6,clear sky
221,Lorengau,PG,-2.0226,147.2712,82.87,76,100,5.1,overcast clouds
222,Cabra,ES,37.4725,-4.4421,59.0,88,75,3.44,broken clouds
223,Laguna,US,38.421,-121.4238,78.8,19,1,5.75,clear sky
224,Nanakuli,US,21.3906,-158.1547,82.4,51,20,10.36,few clouds
225,Brae,GB,60.3964,-1.353,44.6,81,90,4.61,overcast clouds
226,Turan,VN,16.0678,108.2208,84.2,65,40,8.05,scattered clouds
227,Mormugao,IN,15.4,73.8,80.6,83,40,5.75,scattered clouds
228,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.48,80,3,6.82,clear sky
229,Port Jervis,US,41.3751,-74.6927,34.0,76,19,3.0,few clouds
230,Dharchula,IN,29.85,80.5333,63.27,15,0,1.99,clear sky
231,Qostanay,KZ,53.1667,63.5833,32.0,74,0,20.13,clear sky
232,Ciawi,ID,-7.5117,107.9767,75.83,71,84,1.92,broken clouds
233,Aykhal,RU,66.0,111.5,-13.45,93,100,15.75,overcast clouds
234,Turukhansk,RU,65.8167,87.9833,4.17,81,100,17.83,overcast clouds
235,Ulaanbaatar,MN,47.9077,106.8832,28.4,54,0,2.24,clear sky
236,Chumikan,RU,54.7183,135.315,34.36,83,100,7.36,overcast clouds
237,Edd,ER,13.9297,41.6925,77.58,79,0,5.66,clear sky
238,Fallon,US,39.4735,-118.7774,73.4,7,1,6.91,clear sky
239,Hovd,MN,48.0056,91.6419,29.43,36,77,1.59,broken clouds
240,Birao,CF,10.2849,22.7882,76.3,20,15,4.47,few clouds
241,Balkhash,KZ,46.844,74.9804,32.0,74,20,11.18,few clouds
242,Kaduqli,SD,11.0167,29.7167,78.94,15,88,8.61,overcast clouds
243,Barma,SL,8.35,-11.3333,74.71,91,31,1.7,scattered clouds
244,Tokmak,UA,47.2514,35.7058,42.21,73,1,4.68,clear sky
245,Texarkana,US,33.4251,-94.0477,53.6,37,1,4.61,clear sky
246,Mizdah,LY,31.4451,12.9801,55.65,48,0,3.44,clear sky
247,Namibe,AO,-15.1961,12.1522,76.23,77,13,5.7,few clouds
248,Magadan,RU,59.5667,150.8,23.31,60,0,5.46,clear sky
249,Matara,LK,5.9485,80.5353,80.91,81,73,9.46,broken clouds
250,Raga,SS,8.4596,25.678,76.62,30,39,3.4,scattered clouds
251,Belmonte,BR,-15.8631,-38.8828,80.6,83,40,2.3,moderate rain
252,Saldanha,ZA,-33.0117,17.9442,55.4,82,100,2.3,overcast clouds
253,Pakxan,LA,18.3778,103.6601,91.99,49,16,3.11,few clouds
254,Michelstadt,DE,49.6736,9.0025,41.0,63,26,4.59,scattered clouds
255,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,73.26,58,100,6.29,overcast clouds
256,Asau,RO,46.4333,26.4,50.0,48,96,6.51,light rain
257,Mbuguni,TZ,-3.5667,36.95,71.6,100,75,4.54,broken clouds
258,Tromso,NO,69.6496,18.957,33.8,86,75,5.75,light snow
259,Narsaq,GL,60.9167,-46.05,35.6,75,75,1.14,broken clouds
260,Gotsu,JP,35.0,132.2167,68.0,49,20,9.22,few clouds
261,Arraial Do Cabo,BR,-22.9661,-42.0278,76.14,75,18,19.8,few clouds
262,Katy,US,29.7858,-95.8244,59.0,47,1,4.61,clear sky
263,Coquimbo,CL,-29.9533,-71.3436,57.2,88,0,3.44,clear sky
264,Kaposmero,HU,46.3617,17.704,59.0,58,0,5.75,clear sky
265,Shellbrook,CA,53.2168,-106.4011,42.8,65,75,5.7,broken clouds
266,Jimenez,MX,28.3333,-105.4,69.8,35,75,3.44,broken clouds
267,Russell,US,32.3502,-85.1999,48.2,60,1,9.22,clear sky
268,Broken Hill,AU,-31.95,141.4333,82.4,24,0,10.36,clear sky
269,Barcelos,PT,41.5388,-8.6151,57.2,100,75,3.44,broken clouds
270,Zemio,CF,5.0314,25.1361,73.76,71,96,2.95,overcast clouds
271,Ust-Ordynskiy,RU,52.805,104.7508,30.2,59,0,4.47,clear sky
272,Opuwo,NA,-18.0607,13.84,65.01,90,2,6.91,clear sky
273,Inza,RU,53.8533,46.3586,37.56,84,91,11.9,overcast clouds
274,Paamiut,GL,61.994,-49.6678,35.65,91,100,27.27,light rain
275,Esfarayen,IR,37.0765,57.5101,42.8,56,40,3.91,scattered clouds
276,Vao,NC,-22.6667,167.4833,74.05,83,100,29.44,overcast clouds
277,Montelimar,FR,44.5584,4.7509,51.01,40,6,1.66,clear sky
278,Hualmay,PE,-11.0964,-77.6139,69.49,83,35,9.95,scattered clouds
279,Bulungu,CD,-4.55,18.6,70.39,95,100,2.13,moderate rain
280,Silver City,US,32.7701,-108.2803,53.6,24,1,8.05,clear sky
281,Huixtla,MX,15.15,-92.4667,82.4,89,1,4.68,clear sky
282,Nome,US,64.5011,-165.4064,6.01,66,90,8.05,overcast clouds
283,Simitli,BG,41.8833,23.1167,45.55,68,31,1.16,scattered clouds
284,Derzhavinsk,KZ,51.1,66.3167,18.64,87,98,12.71,overcast clouds
285,Aksarka,RU,66.5606,67.7975,12.56,98,97,2.73,overcast clouds
286,Zyryanka,RU,65.75,150.85,9.66,75,16,9.84,few clouds
287,Provideniya,RU,64.3833,-173.3,10.4,79,90,6.71,light snow
288,Pacific Grove,US,36.6177,-121.9166,71.6,21,1,10.36,clear sky
289,Stromness,GB,58.965,-3.296,44.6,81,90,12.66,overcast clouds
290,Maragogi,BR,-9.0122,-35.2225,78.84,74,7,10.6,clear sky
291,Mahibadhoo,MV,3.7833,72.9667,83.5,76,26,11.1,scattered clouds
292,Yaan,NG,7.3833,8.5667,78.67,25,69,4.43,broken clouds
293,Abu Kamal,SY,34.4506,40.9171,55.24,53,5,6.55,clear sky
294,Tuktoyaktuk,CA,69.4541,-133.0374,-13.0,77,75,11.5,broken clouds
295,Port Macquarie,AU,-31.4333,152.9167,78.01,59,58,3.0,broken clouds
296,Meadow Lake,US,34.8014,-106.5436,61.0,11,75,6.91,broken clouds
297,Rocha,UY,-34.4833,-54.3333,57.24,88,0,3.24,clear sky
298,Carlyle,US,38.6103,-89.3726,37.0,56,0,1.01,clear sky
299,Chuy,UY,-33.6971,-53.4616,65.14,65,68,6.24,broken clouds
300,Owosso,US,42.9978,-84.1766,30.2,47,1,8.05,clear sky
301,Kontagora,NG,10.3999,5.4695,77.18,15,9,7.2,clear sky
302,Lagoa,PT,39.05,-27.9833,59.4,82,100,26.37,overcast clouds
303,Goure,NE,13.9835,10.2704,73.99,13,0,8.99,clear sky
304,Temozon,MX,20.8,-88.2167,74.1,78,1,6.98,clear sky
305,Souillac,MU,-20.5167,57.5167,75.2,100,75,1.14,light rain
306,Severnyy,RU,50.677,36.5532,44.6,65,0,8.95,clear sky
307,Rethimnon,GR,35.3647,24.4714,50.0,76,0,5.01,clear sky
308,Qasigiannguit,GL,68.8193,-51.1922,21.2,86,90,13.8,snow
309,Ilulissat,GL,69.2167,-51.1,21.2,86,90,13.8,snow
310,Toora-Khem,RU,52.4675,96.11,24.35,76,49,2.77,scattered clouds
311,Mareeba,AU,-17.0,145.4333,84.2,61,75,25.32,broken clouds
312,Nizhniy Kuranakh,RU,58.8353,125.4869,21.0,87,100,12.39,light snow
313,Guarapari,BR,-20.6667,-40.4975,73.4,88,75,4.61,broken clouds
314,Aljezur,PT,37.3191,-8.8033,55.98,94,7,5.77,clear sky
315,Gresham,US,45.4982,-122.4315,62.6,42,75,10.36,broken clouds
316,Hobyo,SO,5.3505,48.5268,80.62,73,57,7.74,broken clouds
317,Cascais,PT,38.6979,-9.4215,57.99,94,1,3.0,clear sky
318,Ngaoundere,CM,7.3167,13.5833,68.04,22,65,3.8,broken clouds
319,Wajima,JP,37.4,136.9,62.6,55,0,3.44,clear sky
320,Beyneu,KZ,45.3167,55.2,44.29,45,100,22.44,overcast clouds
321,Mbekenyera,TZ,-10.0,38.9833,68.85,93,98,4.09,overcast clouds
322,Locri,IT,38.2414,16.2623,59.0,44,7,10.36,clear sky
323,Porto Walter,BR,-8.2686,-72.7439,72.97,93,3,2.06,clear sky
324,Viedma,AR,-40.8135,-62.9967,62.8,78,100,15.28,overcast clouds
325,Dwarka,IN,22.2394,68.9678,77.81,71,2,7.2,clear sky
326,Khani,GE,41.9563,42.9566,46.4,93,90,5.75,overcast clouds
327,Constantine,DZ,36.365,6.6147,53.6,50,0,3.44,clear sky
328,Pasco,US,28.292,-82.4165,61.0,59,0,1.99,clear sky
329,Kimbe,PG,-5.5502,150.1429,87.44,65,80,6.24,light rain
330,Bengkulu,ID,-3.8004,102.2655,81.07,75,93,12.03,moderate rain
331,Agirish,RU,61.9247,63.0231,26.13,95,100,5.59,overcast clouds
332,Talnakh,RU,69.4865,88.3972,-9.87,82,18,7.76,few clouds
333,Warrington,GB,53.3925,-2.5802,39.2,81,5,10.36,clear sky
334,Zhezkazgan,KZ,47.8043,67.7144,18.9,78,18,3.18,few clouds
335,Macheng,CN,31.1783,115.0319,54.27,93,100,6.62,light rain
336,Sebrovo,RU,50.0981,43.2976,37.0,82,6,4.0,clear sky
337,Evanston,US,42.0411,-87.6901,32.0,59,1,8.05,clear sky
338,Ilebo,CD,-4.3167,20.5833,70.93,95,99,1.21,overcast clouds
